sample_number;quantity;copper;zinc;calcium;gold;silver;organic
5;59;1.98;8.33;2.2;0.5;0.23;101.7
5;168;1.95;14.33;5.2;0.4;0.34;93.9
5;105;2.58;11.67;3.5;0.5;0.2;93.3
5;105;2.58;11.67;3.5;0.5;0.2;93.3
5;140;2.19;19.33;4.4;0.5;0.31;91.8
5;140;2.19;19.33;4.4;0.5;0.31;91.8
6;203;2.04;23.67;6.2;0.4;0.32;94.2
5;168;2.67;4;5.2;0.5;0.34;95.1
6;203;2.04;23.67;6.2;0.4;0.32;94.2
5;108;2.13;11.67;3.5;0.4;0.44;92.1
5;158;2.37;14.67;4.9;0.4;0.14;103.5
5;108;2.13;11.67;3.5;0.4;0.44;92.1
3;122;1.56;12.33;4;0.4;0.37;103.8
5;145;2.19;17;4.4;0.4;0.23;97.8
5;66;2.31;7.67;2.5;0.4;0.27;94.8
5;110;2.76;13;3.5;0.5;0.18;91.2
5;144;2.07;5;4.4;0.6;0.21;97.5
5;139;1.98;12;4.4;0.5;0.3;96.3
5;91;2.13;9.33;3;0.6;0.28;102.3
5;196;2.01;39.5;5.9;0.6;0.25;106.5
5;170;2.55;15.67;5.2;0.3;0.32;92.4
6;128;2.25;11;4;0.4;0.4;97.2
5;103;2.43;16.33;3.5;0.5;0.3;89.7
5;121;1.95;13.33;4;0.7;0.18;100.2
5;121;1.95;13.33;4;0.7;0.18;100.2
5;160;2.28;20.67;4.9;0.4;0.26;92.1
5;51;2.13;6.67;2;0.7;0.18;91.2
5;51;2.13;6.67;2;0.7;0.18;91.2
5;175;1.89;16;5.4;0.5;0.25;95.4
5;79;2.46;3.67;2.7;0.6;0.21;95.1
5;106;1.92;6;3.5;0.4;0.2;102.9
5;98;2.04;12.67;3.2;0.5;0.26;97.5
5;126;1.98;12.33;4;0.5;0.32;97.2
6;89;1.92;9.67;3;0.5;0.33;98.7
5;141;2.55;10.67;4.4;0.4;0.28;93.9
5;143;2.31;9.67;4.4;0.6;0.28;103.2
5;141;2.55;10.67;4.4;0.4;0.28;93.9
6;130;2.25;20.67;4.2;0.4;0.42;96.9
5;128;2.28;14;4;0.7;0.2;100.5
6;178;2.04;36.67;5.4;0.7;0.26;98.7
5;70;2.1;7;2.5;0.6;0.23;96.6
5;70;2.1;7;2.5;0.6;0.23;96.6
5;86;2.28;2.33;3;0.5;0.21;91.8
6;141;2.25;17.67;4.4;0.4;0.28;89.4
5;196;1.92;13.17;5.9;0.5;0.37;93
6;139;2.16;5.67;4.4;0.5;0.22;97.5
5;124;1.95;13.33;4;0.4;0.28;94.2
5;158;2.16;15.33;4.9;0.6;0.3;95.7
5;90;2.28;9.67;3;0.4;0.18;96
5;90;2.28;9.67;3;0.4;0.18;96
6;104;2.07;8.67;3.5;0.5;0.3;95.4
6;104;2.07;8.67;3.5;0.5;0.3;95.4
5;101;1.95;11.33;3.2;0.5;0.17;91.8
5;101;1.95;11.33;3.2;0.5;0.17;91.8
5;97;1.86;17;3.2;0.4;0.15;98.4
5;134;2.37;12.33;4.2;0.4;0.2;92.4
5;128;2.07;13.33;4;0.4;0.2;94.8
5;61;2.07;7.33;2.2;0.5;0.14;90.9
5;61;2.07;7.33;2.2;0.5;0.14;90.9
5;127;1.68;27;4;1;0.21;96.6
6;89;1.83;3;3;0.5;0.27;92.4
5;147;2.31;14;4.7;0.4;0.18;93.3
5;143;2.25;31.67;4.4;0.6;0.25;87.6
5;181;1.83;12.67;5.4;0.4;0.2;94.2
5;95;1.95;16.33;3.2;0.4;0.21;96.3
5;111;1.92;7.67;3.7;0.4;0.24;97.5
5;138;2.25;22.33;4.4;0.4;0.18;90.3
5;66;1.98;11.67;2.5;0.4;0.33;93.3
6;137;1.26;21.33;4.2;0.4;0.22;102.6
5;141;1.98;17.67;4.4;0.5;0.18;93.9
5;141;1.98;17.67;4.4;0.5;0.18;93.9
5;172;2.13;21;5.2;0.5;0.32;93.6
6;77;2.07;6.67;2.7;0.9;0.24;93
5;61;2.01;2.33;2.2;0.5;0.28;91.2
6;147;2.1;25;4.7;0.6;0.22;89.4
5;82;2.31;5;2.7;0.5;0.24;97.8
5;168;2.31;22;5.2;0.5;0.32;90
5;97;2.1;6.67;3.2;0.5;0.29;96.3
5;168;2.31;22;5.2;0.5;0.32;90
5;97;2.1;6.67;3.2;0.5;0.29;96.3
5;94;2.01;9.67;3.2;0.4;0.34;96.9
5;162;2.04;9.67;4.9;0.4;0.22;91.2
5;146;2.1;17;4.4;0.4;0.34;92.4
5;93;2.04;2.33;3.2;0.6;0.21;88.8
5;56;2.01;8.67;2;0.6;0.19;87
5;124;1.8;12.33;4;0.4;0.26;96.6
5;124;1.8;12.33;4;0.4;0.26;96.6
6;157;2.19;13.33;4.9;0.5;0.33;94.2
5;121;1.59;15.33;4;0.6;0.23;94.8
6;75;1.8;10;2.7;0.6;0.2;98.1
5;72;1.83;10.67;2.5;0.6;0.17;97.8
5;74;2.19;9.67;2.5;0.5;0.26;92.1
5;52;1.98;2.67;2;0.4;0.23;96.6
5;62;1.86;9.67;2.2;0.6;0.3;99.3
5;173;2.13;10.67;5.2;0.5;0.38;91.2
5;160;2.4;10.33;4.9;0.7;0.33;87.6
5;70;1.71;12.67;2.5;1;0.28;98.1
5;154;1.98;21.33;4.7;0.5;0.21;92.1
5;99;2.07;6.67;3.2;0.6;0.22;95.1
5;99;2.07;6.67;3.2;0.6;0.22;95.1
6;99;1.92;12;3.2;0.3;0.29;89.7
5;89;1.95;9.67;3;0.3;0.3;89.4
6;99;1.92;12;3.2;0.3;0.29;89.7
5;166;1.8;13.33;5.2;0.5;0.32;96.6
6;106;1.95;3;3.5;0.5;0.32;88.2
5;90;2.1;10.33;3;0.5;0.24;96
5;117;2.13;10;3.7;1;0.38;90.6
5;94;2.13;8.67;3.2;0.5;0.27;91.2
5;94;2.13;8.67;3.2;0.5;0.27;91.2
6;100;1.77;9.33;3.2;0.5;0.22;98.1
5;84;1.74;10.33;3;0.7;0.61;97.8
5;148;1.92;14;4.7;0.5;0.33;96.6
6;126;1.74;16;4;0.5;0.34;94.8
5;79;1.83;8;2.7;0.5;0.19;95.4
5;79;1.83;8;2.7;0.5;0.19;95.4
5;53;1.68;4.67;2;0.5;0.24;91.2
5;107;1.71;14.33;3.5;0.5;0.25;96.9
5;82;1.98;10.33;2.7;0.6;0.21;96.6
5;100;1.95;13;3.2;0.4;0.33;91.8
5;148;2.04;20;4.7;0.6;0.3;93
5;148;2.04;20;4.7;0.6;0.3;93
5;100;1.86;6;3.2;0.9;0.76;96
5;59;1.86;7.33;2.2;0.6;0.35;93
6;91;1.95;10;3;0.5;0.24;89.7
5;27;2.49;2.33;1.2;0.4;0.14;104.1
5;49;2.1;6.67;2;0.7;0.32;99.3
5;133;1.92;15;4.2;0.4;0.21;94.5
5;40;2.31;3;1.7;0.5;0.26;86.7
5;129;2.34;12.33;4.2;0.5;0.25;100.8
5;175;1.95;18.33;5.4;0.5;0.28;96.9
5;198;1.83;7.67;5.9;0.6;0.28;98.1
3;140;1.77;9;4.4;0.5;0.46;103.8
5;147;2.34;2.67;4.7;0.4;0.34;93.3
6;91;1.71;8.33;3;0.4;0.18;100.5
6;61;2.22;8.67;2.2;0.4;0.24;85.8
6;61;2.22;8.67;2.2;0.4;0.24;85.8
5;184;2.22;20.67;5.7;0.6;0.31;91.8
5;177;2.52;9.67;5.4;0.6;0.4;91.8
6;64;1.98;6.67;2.2;0.5;0.38;96.6
5;137;2.1;11.33;4.2;0.5;0.27;88.8
5;107;2.22;11.67;3.5;0.5;0.29;103.5
5;119;1.95;8.33;3.7;0.6;0.23;100.5
5;148;1.89;12;4.7;0.7;0.3;96.6
5;35;1.8;2.33;1.5;0.4;0.4;101.1
5;147;2.1;12;4.7;0.6;0.21;97.8
5;146;2.46;19.33;4.4;0.5;0.38;93
5;146;2.46;19.33;4.4;0.5;0.38;93
5;149;2.46;19.67;4.7;0.5;0.4;93
5;123;2.34;13.67;4;0.8;0.18;97.2
6;123;1.86;7.33;4;0.6;0.33;94.5
5;117;2.22;12;3.7;0.6;0.13;100.8
3;60;1.62;8.67;2.2;0.4;0.6;100.8
5;97;2.46;13;3.2;0.4;0.23;89.7
5;113;2.25;4.33;3.7;0.4;0.32;92.1
5;120;1.98;15.67;4;0.5;0.14;99.6
6;118;1.92;8.67;3.7;0.3;0.5;98.4
5;104;2.94;3.67;3.5;0.5;0.36;87.9
5;79;1.92;8;2.7;0.3;0.13;96.9
5;107;2.22;6.33;3.5;0.4;0.41;97.5
6;199;2.07;23;5.9;0.4;0.32;93.9
5;59;1.83;8;2.2;0.4;0.6;99.3
5;153;1.92;19;4.7;0.4;0.25;90
5;169;2.04;6.33;5.2;0.5;0.25;103.8
5;109;2.19;14.83;3.5;0.4;0.22;100.8
5;109;2.19;14.83;3.5;0.4;0.22;100.8
5;39;2.76;4.67;1.7;0.3;0.28;88.8
5;144;3.09;9.33;4.4;0.6;0.25;95.7
5;213;2.4;20.67;6.4;0.7;0.66;87.6
5;146;2.34;15;4.4;0.4;0.23;88.8
5;148;1.95;11;4.7;0.4;0.22;93.6
5;141;2.34;12.67;4.4;0.4;0.29;97.8
5;141;2.34;12.67;4.4;0.4;0.29;97.8
5;41;2.76;5;1.7;0.3;0.35;88.8
5;142;2.49;13.67;4.4;0.4;0.26;93
5;118;1.86;8.67;3.7;0.6;0.33;113.1
5;81;1.71;6.33;2.7;0.4;0.14;99.3
5;104;2.43;7.33;3.5;0.4;0.29;94.2
5;117;2.76;9.67;3.7;0.3;0.28;93
5;104;2.43;7.33;3.5;0.4;0.29;94.2
5;136;2.22;11.67;4.2;0.6;0.25;93.9
5;136;2.22;11.67;4.2;0.6;0.25;93.9
5;106;2.64;5;3.5;0.5;0.23;90.6
5;138;1.98;13.67;4.4;0.4;0.21;98.4
5;138;1.98;13.67;4.4;0.4;0.21;98.4
5;127;2.79;11.33;4;0.5;0.31;93.3
5;141;1.92;16.33;4.4;0.4;0.12;100.2
5;140;2.43;14.33;4.4;0.5;0.12;93.9
5;85;2.37;8.67;3;0.4;0.22;93
5;158;2.4;18.67;4.9;0.5;0.32;98.7
5;149;2.49;11;4.7;0.5;0.3;96.9
5;149;2.49;11;4.7;0.5;0.3;96.9
5;73;1.92;11;2.5;0.4;0.16;99.3
6;161;1.92;22.33;4.9;0.4;0.28;99.3
5;156;2.82;8.67;4.9;0.5;0.16;94.5
6;47;2.82;4.67;1.7;0.3;0.16;92.1
6;52;1.68;8;2;0.4;0.46;98.7
6;169;2.1;16;5.2;0.4;0.24;97.5
5;102;2.13;8.33;3.5;0.6;0.25;102.9
6;73;2.76;5;2.5;0.3;0.71;86.7
5;164;2.25;19;4.9;0.5;0.38;92.7
5;140;2.28;10.67;4.4;0.5;0.29;94.2
5;140;2.28;10.67;4.4;0.5;0.29;94.2
5;51;2.61;3.67;2;0.4;0.24;92.4
5;51;2.61;3.67;2;0.4;0.24;92.4
5;126;2.04;13.67;4;0.4;0.21;99
5;126;2.04;13.67;4;0.4;0.21;99
5;126;2.04;13.67;4;0.4;0.21;99
5;160;1.98;17;4.9;0.8;0.22;99
5;160;1.98;17;4.9;0.8;0.22;99
5;99;1.77;8.33;3.2;0.7;0.17;110.4
5;65;2.04;5.33;2.2;0.6;0.28;95.7
3;97;2.07;3.67;3.2;0.4;0.32;96.9
3;97;2.07;3.67;3.2;0.4;0.32;96.9
5;104;2.13;15;3.5;0.6;0.2;87.6
5;104;2.13;15;3.5;0.6;0.2;87.6
6;160;2.16;13.67;4.9;0.5;0.29;94.8
5;81;2.22;11.33;2.7;0.6;0.18;106.2
5;182;1.95;22;5.4;0.5;0.29;97.2
5;124;2.1;12.33;4;0.6;0.23;105
5;140;2.28;18.67;4.4;0.4;0.2;91.5
5;63;2.04;9.33;2.2;0.5;0.46;101.4
5;110;2.1;11.33;3.5;0.5;0.28;102.9
6;175;1.92;20.33;5.4;0.5;0.28;96.6
5;110;2.19;12;3.5;0.8;0.27;104.4
5;113;1.95;7;3.7;0.6;0.27;102.9
5;147;2.46;6;4.7;0.4;0.52;97.2
5;112;2.04;17;3.7;0.7;0.11;95.4
5;138;1.83;18.33;4.4;0.4;0.15;97.2
5;128;1.92;15;4;0.5;0.28;94.2
6;124;2.13;7;4;0.4;0.31;93.9
6;124;2.13;7;4;0.4;0.31;93.9
5;167;1.98;18.67;5.2;0.5;0.24;96.3
5;164;2.1;20;4.9;0.5;0.27;96
5;103;1.8;21;3.5;0.4;0.21;103.2
5;81;1.98;6;2.7;0.4;0.41;93.9
6;88;1.8;2.67;3;0.6;0.28;92.4
6;88;1.8;2.67;3;0.6;0.28;92.4
6;103;2.22;9.33;3.5;0.4;0.35;94.2
5;85;2.1;12;3;0.6;0.13;91.5
5;85;2.1;12;3;0.6;0.13;91.5
5;85;2.1;12;3;0.6;0.13;91.5
6;104;1.74;11;3.5;0.4;0.19;96.6
5;136;2.07;12;4.2;0.6;0.25;94.5
5;82;2.28;8.67;2.7;0.5;0.17;92.7
5;121;1.98;9.67;4;0.6;0.25;98.4
5;67;1.92;7.67;2.5;0.5;0.15;93.3
5;95;2.07;11.33;3.2;0.5;0.22;91.5
5;110;2.07;10;3.5;0.4;0.19;102
5;96;2.01;11.33;3.2;0.3;0.33;89.1
5;181;2.13;18;5.4;0.5;0.38;90.9
5;44;2.19;4.67;1.7;0.4;0.15;93
5;85;1.98;8.67;3;0.8;0.16;95.7
5;158;1.98;20.67;4.9;0.4;0.17;94.5
5;169;1.89;14.67;5.2;0.5;0.19;95.7
5;137;2.04;18.67;4.2;0.5;0.24;93.3
6;86;1.8;12;3;0.3;0.16;97.2
3;152;1.8;20;4.7;0.5;0.39;91.8
5;159;2.01;35;4.9;0.6;0.24;91.2
5;159;2.01;35;4.9;0.6;0.24;91.2
5;103;2.01;14;3.5;0.5;0.24;100.2
5;82;1.89;12.67;2.7;0.4;0.22;94.2
5;103;2.01;14;3.5;0.5;0.24;100.2
5;135;2.25;7;4.2;0.6;0.33;100.8
6;103;1.74;9;3.5;0.6;0.14;91.8
5;94;2.04;7;3.2;0.5;0.19;85.5
5;94;2.04;7;3.2;0.5;0.19;85.5
5;94;2.04;7;3.2;0.5;0.19;85.5
5;117;1.98;18;3.7;0.4;0.19;95.4
5;105;1.8;9.33;3.5;0.5;0.21;101.7
5;163;1.98;8;4.9;0.5;0.27;98.7
5;163;1.98;8;4.9;0.5;0.27;98.7
5;105;1.83;20.33;3.5;0.4;0.27;94.2
5;157;2.1;7;4.9;0.6;0.3;96
5;91;2.16;5.33;3;0.4;0.17;89.7
5;89;2.07;2.33;3;0.6;0.21;88.8
5;91;2.16;5.33;3;0.4;0.17;89.7
5;157;2.1;7;4.9;0.6;0.3;96
5;86;1.89;6;3;0.3;0.43;98.4
5;119;2.07;17.33;3.7;0.6;0.28;90.9
5;84;2.19;10.33;3;0.6;0.24;91.5
6;88;1.71;5.33;3;0.6;0.23;103.2
5;107;1.8;10.33;3.5;0.4;0.3;99.6
5;122;1.83;13.67;4;0.4;0.3;99.3
5;92;1.95;11;3;0.5;0.38;91.8
6;110;1.95;15.67;3.5;0.4;0.26;92.4
5;100;1.8;6.33;3.2;0.4;0.31;99.6
6;79;1.74;14.67;2.7;0.4;0.2;96.9
5;100;1.8;6.33;3.2;0.4;0.31;99.6
5;101;2.22;15.67;3.2;0.7;0.16;91.2
5;128;2.28;20.33;4;0.5;0.31;89.4
6;113;1.83;5.67;3.7;0.5;0.34;90.6
6;113;1.83;5.67;3.7;0.5;0.34;90.6
5;142;1.83;19.83;4.4;0.5;0.31;98.1
5;80;1.92;11.67;2.7;0.6;0.23;90.9
5;70;1.41;11.67;2.5;0.5;0.15;112.8
5;190;1.83;20.33;5.7;0.6;0.37;95.1
5;78;1.44;13.33;2.7;0.6;0.13;102.6
6;90;1.77;4;3;0.5;0.34;90.6
6;231;2.1;7;6.9;0.6;0.33;90.3
5;81;1.74;11.67;2.7;0.5;0.26;100.8
3;64;1.71;3;2.2;0.4;0.7;103.2
3;64;1.68;3;2.2;0.4;0.7;103.2
5;41;1.8;4.67;1.7;0.5;0.17;96.6
5;41;1.8;4.33;1.7;0.5;0.16;96.6
3;118;1.74;12;3.7;0.5;0.3;94.5
6;95;1.77;12.33;3.2;0.4;0.32;94.8
5;120;1.92;18;4;0.5;0.23;96.9
5;120;1.92;18;4;0.5;0.23;96.9
5;193;2.16;12.33;5.9;0.5;0.21;92.7
5;67;2.13;10.33;2.5;0.4;0.18;97.8
5;132;2.37;15.33;4.2;0.3;0.22;93.6
5;206;2.04;21.33;6.2;0.6;0.26;90.6
5;210;2.04;22;6.4;0.6;0.29;90.6
5;124;1.95;11;4;0.4;0.19;102.6
5;122;2.07;13.33;4;0.5;0.4;94.2
5;122;2.07;13.33;4;0.5;0.4;94.2
5;136;2.07;12;4.2;0.5;0.29;87.9
5;136;2.07;12;4.2;0.5;0.29;87.9
3;129;1.59;11.33;4.2;0.6;0.58;100.2
5;102;2.01;9;3.5;0.5;0.17;94.5
5;152;2.01;10.33;4.7;0.6;0.47;96.6
5;152;2.01;10.33;4.7;0.6;0.47;96.6
5;132;2.07;9.33;4.2;0.5;0.41;96
5;132;2.07;9.33;4.2;0.5;0.41;96
3;121;1.59;7.33;4;0.6;0.32;100.8
3;139;2.01;21.33;4.4;0.4;0.28;95.1
5;94;2.04;7;3.2;0.5;0.22;99
5;116;2.07;8.33;3.7;0.6;0.2;99.3
5;137;1.92;14;4.2;0.5;0.16;100.5
5;93;2.01;13.67;3.2;0.4;0.11;102.6
5;93;2.01;13.67;3.2;0.4;0.11;102.6
5;70;2.13;7;2.5;0.4;0.16;94.8
5;47;1.68;5.67;1.7;0.5;0.19;96.9
5;114;2.28;5;3.7;0.4;0.35;92.4
5;114;2.28;5;3.7;0.4;0.35;92.4
5;129;2.07;21;4.2;0.5;0.19;103.2
5;129;2.07;21;4.2;0.5;0.19;103.2
5;89;2.28;8.33;3;0.8;0.16;93.3
5;89;2.28;8.33;3;0.8;0.16;93.3
5;84;2.19;6;3;0.5;0.49;97.2
5;142;2.04;9.33;4.4;0.5;0.39;95.1
5;131;1.98;9.67;4.2;0.6;0.25;94.5
5;218;2.19;15.33;6.4;0.4;0.29;91.8
5;135;2.31;15.67;4.2;0.5;0.26;102.6
5;162;2.07;7;4.9;0.6;0.16;97.5
5;93;2.19;12;3.2;0.5;0.39;101.7
5;53;2.7;3.67;2;0.4;0.31;87
6;135;2.01;4.67;4.2;0.6;0.51;96.6
5;43;2.58;3;1.7;0.6;0.16;93.9
5;129;2.34;9.67;4.2;0.3;0.49;96.3
5;129;2.34;9.67;4.2;0.3;0.49;96.3
5;155;1.89;11.67;4.7;0.4;0.26;101.4
5;101;2.01;8.33;3.2;0.6;0.26;103.2
5;49;1.74;8;2;0.3;0.23;101.4
5;228;2.4;13.67;6.9;0.6;0.25;90.9
5;83;2.16;4.67;2.7;0.4;0.2;91.8
5;83;2.16;4.67;2.7;0.4;0.2;91.8
5;83;2.16;4.67;2.7;0.4;0.2;91.8
5;208;2.76;16.33;6.2;0.4;0.27;91.2
5;208;2.76;16.33;6.2;0.4;0.27;91.2
5;156;2.43;19;4.9;0.6;0.22;93.6
5;181;2.4;21;5.4;0.5;0.22;93.3
5;148;2.1;15.67;4.7;0.7;0.28;100.2
5;148;2.1;15.67;4.7;0.7;0.28;100.2
5;158;2.22;19.33;4.9;0.7;0.26;102.6
5;148;2.1;15.67;4.7;0.7;0.28;100.2
5;139;2.16;7;4.4;0.5;0.15;105.6
5;139;2.16;7;4.4;0.5;0.15;105.6
5;144;1.98;14.33;4.4;0.8;0.23;98.1
5;73;1.59;9;2.5;0.4;0.76;100.2
5;133;1.8;14.33;4.2;0.5;0.16;108.9
5;133;1.8;14.33;4.2;0.5;0.16;108.9
3;208;2.1;11.67;6.2;0.5;0.36;93.9
6;180;2.01;19;5.4;0.4;0.31;95.1
6;180;2.01;19;5.4;0.4;0.31;95.1
5;105;2.19;9.33;3.5;0.4;0.3;100.2
5;191;2.43;13.67;5.7;0.5;0.24;93.3
5;136;1.95;10.67;4.2;0.7;0.24;93.9
5;161;2.01;20.33;4.9;0.6;0.27;103.5
6;122;1.8;6.67;4;0.5;0.29;93.3
6;135;1.89;15;4.2;0.5;0.18;95.7
5;47;1.68;6.67;1.7;0.5;0.18;98.4
5;75;2.04;6.33;2.7;0.5;0.23;95.1
5;126;1.89;21;4;0.7;0.13;93.9
5;130;1.92;22.33;4.2;0.7;0.15;94.2
5;126;1.89;21;4;0.7;0.13;93.9
5;130;1.92;22.33;4.2;0.7;0.15;94.2
5;126;1.89;21;4;0.7;0.13;93.9
5;187;2.04;20;5.7;0.5;0.28;94.8
6;134;2.04;23.33;4.2;0.5;0.26;95.4
5;90;2.1;15.33;3;0.7;0.23;91.2
5;84;2.1;5.33;3;0.5;0.18;95.4
5;168;2.04;19.67;5.2;0.5;0.24;96
5;151;2.46;7.33;4.7;0.8;0.37;89.7
5;91;2.28;8;3;0.5;0.2;98.7
5;155;1.68;26;4.7;0.4;0.2;89.4
5;132;2.28;9.33;4.2;0.5;0.27;90.6
5;132;2.28;9.33;4.2;0.5;0.27;90.6
5;109;2.28;8;3.5;0.7;0.23;93.6
5;109;2.28;8;3.5;0.7;0.23;93.6
5;78;2.28;3.33;2.7;0.7;0.3;95.1
5;94;1.95;15;3.2;0.4;0.16;95.4
5;93;1.71;9.33;3.2;0.6;0.16;91.8
5;134;2.46;17.33;4.2;0.3;0.3;91.2
5;134;2.46;17.33;4.2;0.3;0.3;91.2
5;111;2.01;17.33;3.7;0.5;0.13;91.8
5;153;2.01;21.33;4.7;0.5;0.24;92.4
6;134;1.74;13;4.2;0.4;0.23;96.3
5;79;1.95;10.67;2.7;0.5;0.48;94.2
5;60;2.34;3.33;2.2;0.4;0.25;92.4
5;93;2.19;6.33;3.2;0.6;0.25;101.4
5;60;2.34;3.33;2.2;0.4;0.25;92.4
5;85;1.68;10.67;3;0.5;0.32;97.2
5;97;1.89;10;3.2;0.7;0.21;104.7
5;138;1.68;17.33;4.4;0.4;0.28;100.5
5;129;1.74;13.67;4.2;0.4;0.28;99.9
5;181;1.92;18;5.4;0.5;0.34;95.4
5;113;2.04;17.67;3.7;0.6;0.25;90.9
5;78;1.92;9.33;2.7;0.3;0.38;89.7
5;70;2.1;11.33;2.5;0.5;0.16;86.4
5;70;2.1;11.33;2.5;0.5;0.16;86.4
6;81;1.68;10.33;2.7;0.4;0.23;95.7
5;143;2.25;23.5;4.4;0.8;0.16;94.5
6;133;1.5;15.33;4.2;0.8;0.26;112.5
5;52;2.28;7.67;2;0.7;0.27;91.8
6;181;2.07;19;5.4;0.5;0.42;92.4
5;94;2.07;11;3.2;0.3;0.26;94.8
5;94;2.07;11;3.2;0.3;0.26;94.8
5;80;1.77;15;2.7;0.4;0.2;102
6;125;1.92;9.33;4;0.5;0.42;96.9
5;78;1.83;8;2.7;0.4;0.26;94.2
5;150;1.8;18;4.7;0.5;0.27;98.4
5;156;2.04;13.33;4.9;0.4;0.43;95.1
5;47;1.98;5.67;1.7;0.5;0.38;96.3
6;145;2.04;10;4.4;0.6;0.31;100.8
5;96;2.49;6.67;3.2;0.5;0.22;90
5;168;1.86;16.67;5.2;0.6;0.28;96.9
5;177;1.95;15.67;5.4;0.5;0.21;97.2
5;147;2.07;12.67;4.7;0.5;0.19;87.9
5;147;2.07;12.67;4.7;0.5;0.19;87.9
6;114;1.56;10.67;3.7;0.5;0.24;97.2
6;81;1.5;5.67;2.7;0.6;0.24;110.1
5;112;1.89;20.33;3.7;0.5;0.23;85.8
5;86;1.92;13.33;3;0.5;0.19;94.8
3;122;1.68;11.33;4;0.5;0.3;94.2
5;73;1.71;9.33;2.5;0.5;0.33;99.3
5;111;2.1;6;3.7;0.5;0.24;95.7
5;72;1.86;16.67;2.5;0.4;0.28;95.1
5;96;2.25;6.33;3.2;0.4;0.38;92.4
5;109;2.43;9.33;3.5;0.5;0.22;96.6
5;123;1.98;16;4;0.5;0.16;106.2
3;113;1.95;11.33;3.7;0.5;0.31;96.6
5;122;2.55;6.67;4;0.5;0.24;96
6;159;1.74;7.33;4.9;0.4;0.27;101.1
6;58;1.98;8.33;2.2;0.4;0.38;93.3
6;58;1.98;8.33;2.2;0.4;0.38;93.3
5;132;2.13;17.33;4.2;0.5;0.44;93.6
5;136;2.16;18.33;4.2;0.4;0.39;92.7
5;132;2.13;17.33;4.2;0.5;0.44;93.6
5;136;2.16;18.33;4.2;0.4;0.39;92.7
5;220;2.13;20.67;6.7;0.4;0.26;91.2
5;159;1.83;15.67;4.9;0.6;0.3;99
5;148;1.68;17.67;4.7;0.4;0.16;98.4
5;45;2.16;6.33;1.7;0.4;0.32;90.9
6;132;1.74;18.33;4.2;0.4;0.26;99.3
6;132;1.74;18.33;4.2;0.4;0.26;99.3
6;147;1.71;20;4.7;0.4;0.28;99.3
5;201;2.04;18;6.2;0.5;0.52;98.1
3;125;1.59;11.33;4;0.6;0.59;100.2
3;127;1.56;11;4;0.6;0.6;99.9
5;146;2.01;16.67;4.4;0.6;0.2;94.2
5;47;2.04;4.67;1.7;0.5;0.32;91.5
5;120;1.92;10;4;0.5;0.26;95.4
5;126;1.89;15.67;4;0.7;0.12;98.1
5;52;2.13;8.67;2;0.3;0.39;95.1
5;143;2.04;20.67;4.4;0.4;0.37;95.7
5;143;2.04;20.67;4.4;0.4;0.37;95.7
5;96;1.89;8.67;3.2;0.5;0.14;97.8
6;48;2.04;5;2;0.4;0.32;95.1
6;48;2.04;5;2;0.4;0.32;95.1
6;117;1.74;13.67;3.7;0.4;0.25;100.2
5;107;1.95;10;3.5;0.5;0.18;104.7
6;145;1.77;17.67;4.4;0.4;0.21;97.5
6;141;1.83;16;4.4;0.5;0.28;100.2
5;202;2.16;20.33;6.2;0.5;0.28;94.2
6;78;1.86;4.33;2.7;0.5;0.47;94.2
5;220;1.86;26;6.7;0.5;0.25;97.5
5;200;2.04;19;5.9;0.5;0.39;92.1
5;70;2.13;6.67;2.5;0.4;0.16;94.8
5;88;2.19;11.33;3;0.5;0.3;100.8
5;149;2.61;11.67;4.7;0.5;0.23;93.6
5;149;2.61;11.67;4.7;0.5;0.23;93.6
5;149;2.61;11.67;4.7;0.5;0.23;93.6
5;70;1.95;11.33;2.5;0.7;0.3;101.1
5;70;1.95;11.33;2.5;0.7;0.3;101.1
5;67;2.1;4;2.5;0.5;0.29;92.4
5;195;1.95;23;5.9;0.4;0.26;95.1
5;132;2.37;16.67;4.2;0.5;0.28;103.5
5;95;1.83;14;3.2;0.5;0.36;94.5
5;95;1.83;14;3.2;0.5;0.36;94.5
5;224;1.86;18.67;6.7;0.6;0.35;100.8
5;174;2.31;13;5.4;0.5;0.24;91.8
5;71;1.98;6;2.5;0.6;0.18;102.6
6;57;2.13;3.67;2.2;0.6;0.47;96.3
5;115;2.88;6.33;3.7;0.5;0.23;88.8
5;93;2.22;7.33;3.2;0.6;0.23;96.6
6;89;2.16;10.33;3;0.4;0.2;96.9
5;197;1.92;5.17;5.9;0.4;0.23;99.9
5;143;2.4;15;4.4;0.7;0.22;96.3
5;143;2.4;15;4.4;0.7;0.22;96.3
5;143;2.4;15;4.4;0.7;0.22;96.3
5;142;2.43;21;4.4;0.5;0.2;93
5;76;1.92;8.33;2.7;0.5;0.15;106.2
5;94;2.28;2;3.2;0.7;0.19;91.2
5;138;1.86;18.67;4.4;0.4;0.12;105.6
5;161;3.21;12.33;4.9;0.7;0.22;86.1
5;161;3.21;12.33;4.9;0.7;0.22;86.1
5;132;2.07;12;4.2;0.4;0.38;101.4
5;123;2.19;4;4;0.5;0.18;96
5;123;2.19;4;4;0.5;0.18;96
5;102;2.22;10.33;3.5;0.5;0.4;99
